obaf_number,source_af_type,number_arguments,cycle_probability,instance_number,beta,base_degree,semantics,reliability,number_of_agents,distribution_type,truth_extension,cosar_base_score,cosar_na_score,cosar_bayesian_score,wct_score,css_score
8958,BA,30,0.9,3,,,PR,1.0,15,average,a3|a4|a5|a9|a10|a11|a12|a13|a14|a15|a16|a20|a21|a24|a25|a26,1,1,1,0,1
8959,BA,30,0.9,3,,,PR,1.0,20,uniform,a5|a6|a7|a9|a10|a15|a16|a17|a19|a20|a21|a23|a25|a26|a27|a28|a29,1,1,1,0,1
8960,BA,30,0.9,3,,,PR,1.0,20,average,a2|a6|a9|a10|a11|a13|a14|a16|a18|a20|a21|a22|a23|a24|a25|a29,1,1,1,0,1
8961,BA,30,0.9,3,,,PR,1.0,25,uniform,a0|a4|a5|a6|a8|a11|a12|a13|a18|a19|a20|a22|a24|a25|a26|a27|a28,1,1,1,0,1
8962,BA,30,0.9,3,,,PR,1.0,25,average,a1|a3|a4|a5|a8|a11|a12|a13|a16|a18|a19|a21|a22|a24|a26|a27|a28,1,1,1,0,1
8963,BA,30,0.9,3,,,PR,1.0,30,uniform,a0|a4|a5|a6|a9|a10|a11|a13|a15|a19|a20|a24|a25|a26|a27|a28|a29,1,1,1,0,1
8964,BA,30,0.9,3,,,PR,1.0,30,average,a3|a4|a5|a9|a10|a11|a12|a13|a15|a16|a17|a19|a20|a21|a25|a26|a27|a28,1,1,1,0,1
8965,BA,30,0.9,3,,,CO,0.2,5,uniform,a6|a8|a11|a12|a13|a18|a19|a22|a24|a27|a28,0,0,0,0,0
8966,BA,30,0.9,3,,,CO,0.2,5,average,a1|a3|a5|a11|a13|a15|a16|a19|a21|a24|a26|a27|a28,0,0,0,0,0
8967,BA,30,0.9,3,,,CO,0.2,10,uniform,a11|a12|a13|a14|a20|a24|a25,0,0,0,0,0
8968,BA,30,0.9,3,,,CO,0.2,10,average,a1|a3|a5|a11|a12|a13|a14|a15|a16|a21|a23|a26,0,0,0,0,0
8969,BA,30,0.9,3,,,CO,0.2,15,uniform,a5|a9|a10|a16|a18|a21|a22|a23|a26,0,0,0,0,0
8970,BA,30,0.9,3,,,CO,0.2,15,average,a0|a4|a5|a6|a8|a11|a12|a13|a20|a24|a25|a26,0,0,0,0,0
8971,BA,30,0.9,3,,,CO,0.2,20,uniform,a0|a4|a5|a6|a7|a9|a10|a18|a19|a20|a22|a25|a26|a27|a28|a29,0,0,0,0,0
8972,BA,30,0.9,3,,,CO,0.2,20,average,a4|a5|a9|a10|a11|a13|a15|a19|a24|a26|a27|a28|a29,0,0,0,0,0
8973,BA,30,0.9,3,,,CO,0.2,25,uniform,a5|a11|a13|a19|a23|a26|a27|a28,0,0,0,0,0
8974,BA,30,0.9,3,,,CO,0.2,25,average,a0|a6|a11|a13|a18|a20|a22|a23|a24|a25|a29,0,0,0,0,0
8975,BA,30,0.9,3,,,CO,0.2,30,uniform,a5|a8|a11|a13|a18|a22|a24|a26|a29,0,0,0,0,0
8976,BA,30,0.9,3,,,CO,0.2,30,average,a1|a4|a5|a6|a11|a13|a16|a19|a21|a26|a27|a28|a29,0,0,0,0,0
8977,BA,30,0.9,3,,,CO,0.3,5,uniform,a1|a4|a5|a9|a10|a11|a13|a16|a18|a21|a22|a24|a26,0,0,0,0,0
8978,BA,30,0.9,3,,,CO,0.3,5,average,a6|a18|a20|a22|a23|a24|a25|a29,0,0,0,0,0
8979,BA,30,0.9,3,,,CO,0.3,10,uniform,a1|a3|a5|a11|a13|a16|a19|a21|a23|a26|a27|a28,0,0,0,0,0
8980,BA,30,0.9,3,,,CO,0.3,10,average,a5|a6|a11|a13|a14|a20|a25|a26|a29,0,0,0,0,0
8981,BA,30,0.9,3,,,CO,0.3,15,uniform,a2|a3|a11|a12|a13|a14|a16|a18|a20|a21|a22|a23|a24|a25,0,0,0,0,0
8982,BA,30,0.9,3,,,CO,0.3,15,average,a4|a5|a11|a12|a13|a18|a22|a26,0,0,0,0,0
8983,BA,30,0.9,3,,,CO,0.3,20,uniform,a4|a5|a8|a11|a13|a19|a24|a26|a27|a28,0,0,0,0,0
8984,BA,30,0.9,3,,,CO,0.3,20,average,a3|a5|a11|a13|a15|a16|a21|a26,0,0,0,0,0
8985,BA,30,0.9,3,,,CO,0.3,25,uniform,a1|a5|a6|a11|a13|a15|a16|a21|a23|a24|a26,0,0,0,0,0
8986,BA,30,0.9,3,,,CO,0.3,25,average,a5|a8|a11|a12|a13|a15|a19|a20|a24|a25|a26|a27|a28,0,0,0,0,0
8987,BA,30,0.9,3,,,CO,0.3,30,uniform,a2|a6|a9|a10|a11|a13|a18|a20|a22|a23|a25,0,0,0,0,0
8988,BA,30,0.9,3,,,CO,0.3,30,average,a5|a11|a13|a15|a16|a20|a21|a23|a25|a26|a29,0,0,0,0,0
8989,BA,30,0.9,3,,,CO,0.4,5,uniform,a0|a5|a6|a11|a13|a18|a20|a22|a25|a26,0,0,0,0,0
8990,BA,30,0.9,3,,,CO,0.4,5,average,a3|a5|a9|a10|a11|a13|a16|a17|a18|a19|a20|a21|a22|a25|a26|a27|a28,0,0,0,0,0
8991,BA,30,0.9,3,,,CO,0.4,10,uniform,a6|a20|a24|a25,0,0,0,0,0
8992,BA,30,0.9,3,,,CO,0.4,10,average,a4|a5|a6|a11|a13|a15|a19|a26|a27|a28,0,0,0,0,0
8993,BA,30,0.9,3,,,CO,0.4,15,uniform,a3|a4|a5|a9|a10|a16|a18|a19|a21|a22|a26|a27|a28|a29,0,0,0,0,0
8994,BA,30,0.9,3,,,CO,0.4,15,average,a6|a9|a10|a16|a18|a20|a21|a22|a23|a24|a25,0,0,0,0,0
8995,BA,30,0.9,3,,,CO,0.4,20,uniform,a5|a6|a11|a13|a14|a15|a20|a25|a26,0,0,0,0,0
8996,BA,30,0.9,3,,,CO,0.4,20,average,a5|a6|a9|a10|a16|a17|a19|a20|a21|a23|a25|a26|a27|a28|a29,0,0,0,0,0
8997,BA,30,0.9,3,,,CO,0.4,25,uniform,a8|a11|a13|a18|a19|a20|a22|a23|a24|a25|a27|a28,0,0,0,0,0
8998,BA,30,0.9,3,,,CO,0.4,25,average,a19|a23|a27|a28|a29,0,0,0,0,0
8999,BA,30,0.9,3,,,CO,0.4,30,uniform,a1|a4|a5|a11|a12|a13|a15|a16|a21|a26,0,0,0,0,0
9000,BA,30,0.9,3,,,CO,0.4,30,average,a5|a6|a11|a13|a14|a15|a16|a21|a26|a29,0,0,0,0,0
9001,BA,30,0.9,3,,,CO,0.5,5,uniform,a1|a4|a5|a6|a8|a11|a13|a15|a16|a19|a21|a24|a26|a27|a28,0,0,0,0,0
9002,BA,30,0.9,3,,,CO,0.5,5,average,a5|a6|a11|a13|a15|a16|a21|a24|a26,0,0,0,0,0
9003,BA,30,0.9,3,,,CO,0.5,10,uniform,a2|a9|a10|a11|a13|a14|a16|a17|a18|a20|a21|a22|a23|a25,0,0,0,0,0
9004,BA,30,0.9,3,,,CO,0.5,10,average,a8|a11|a13|a18|a19|a22|a23|a24|a27|a28|a29,0,0,0,0,0
9005,BA,30,0.9,3,,,CO,0.5,15,uniform,a1|a3|a5|a9|a10|a11|a13|a16|a21|a23|a24|a26|a29,0,0,0,0,0
9006,BA,30,0.9,3,,,CO,0.5,15,average,a4|a5|a6|a11|a12|a13|a14|a16|a21|a26,0,0,0,0,0
9007,BA,30,0.9,3,,,CO,0.5,20,uniform,a8|a11|a13|a14|a16|a21|a24|a29,0,0,0,0,0
9008,BA,30,0.9,3,,,CO,0.5,20,average,a5|a6|a9|a10|a11|a12|a13|a14|a18|a22|a24|a26,0,0,0,0,0
9009,BA,30,0.9,3,,,CO,0.5,25,uniform,a5|a6|a11|a13|a14|a15|a16|a21|a23|a26|a29,0,0,0,0,0
9010,BA,30,0.9,3,,,CO,0.5,25,average,a9|a10|a11|a13|a14|a17|a23,0,0,0,0,0
9011,BA,30,0.9,3,,,CO,0.5,30,uniform,a3|a8|a11|a12|a13|a16|a21|a24,0,0,0,0,0
9012,BA,30,0.9,3,,,CO,0.5,30,average,a5|a6|a9|a10|a11|a12|a13|a18|a19|a20|a22|a23|a25|a26|a27|a28,0,0,0,0,0
9013,BA,30,0.9,3,,,CO,0.6,5,uniform,a3|a4|a5|a9|a10|a15|a16|a20|a21|a24|a25|a26,0,0,0,0,0
9014,BA,30,0.9,3,,,CO,0.6,5,average,a6|a9|a10|a16|a18|a21|a22|a24|a29,0,0,0,0,1
9015,BA,30,0.9,3,,,CO,0.6,10,uniform,a4|a5|a6|a11|a12|a13|a14|a16|a18|a20|a21|a22|a24|a25|a26,0,0,0,0,0
9016,BA,30,0.9,3,,,CO,0.6,10,average,a0|a4|a5|a6|a11|a12|a13|a14|a18|a20|a22|a24|a25|a26,0,0,0,0,0
9017,BA,30,0.9,3,,,CO,0.6,15,uniform,a1|a5|a9|a10|a11|a13|a14|a15|a16|a17|a21|a23|a26,0,0,0,0,1
9018,BA,30,0.9,3,,,CO,0.6,15,average,a5|a9|a10|a11|a13|a15|a16|a20|a21|a23|a25|a26|a29,0,0,0,0,1
9019,BA,30,0.9,3,,,CO,0.6,20,uniform,a3|a11|a13|a16|a18|a19|a21|a22|a23|a27|a28,0,0,0,0,1
9020,BA,30,0.9,3,,,CO,0.6,20,average,a6|a9|a10|a11|a13|a17|a18|a19|a22|a23|a27|a28|a29,0,0,0,0,1
9021,BA,30,0.9,3,,,CO,0.6,25,uniform,a3|a5|a9|a10|a11|a13|a15|a16|a17|a19|a21|a23|a26|a27|a28|a29,0,0,0,0,1
9022,BA,30,0.9,3,,,CO,0.6,25,average,a5|a6|a9|a10|a11|a13|a14|a20|a23|a25|a26,0,0,0,0,1
9023,BA,30,0.9,3,,,CO,0.6,30,uniform,a0|a4|a5|a6|a11|a12|a13|a20|a25|a26,0,0,0,0,1
9024,BA,30,0.9,3,,,CO,0.6,30,average,a5|a6|a11|a13|a14|a20|a24|a25|a26,0,0,0,0,0
9025,BA,30,0.9,3,,,CO,0.7,5,uniform,a2|a11|a13|a16|a18|a19|a20|a21|a22|a23|a24|a25|a27|a28,0,0,0,0,0
9026,BA,30,0.9,3,,,CO,0.7,5,average,a5|a7|a9|a10|a17|a19|a26|a27|a28|a29,0,0,0,0,1
9027,BA,30,0.9,3,,,CO,0.7,10,uniform,a6|a9|a10|a11|a13|a16|a17|a20|a21|a25,0,0,0,0,1
9028,BA,30,0.9,3,,,CO,0.7,10,average,a11|a13|a18|a22|a23,0,0,0,0,1
9029,BA,30,0.9,3,,,CO,0.7,15,uniform,a1|a5|a9|a10|a11|a13|a16|a21|a23|a26|a29,0,0,0,0,1
9030,BA,30,0.9,3,,,CO,0.7,15,average,a8|a11|a12|a13|a14|a23|a24,0,0,0,0,1
9031,BA,30,0.9,3,,,CO,0.7,20,uniform,a0|a6|a8|a11|a13|a20|a23|a24|a25,0,0,0,0,1
9032,BA,30,0.9,3,,,CO,0.7,20,average,a1|a5|a9|a10|a16|a17|a21|a26,0,0,0,0,1
9033,BA,30,0.9,3,,,CO,0.7,25,uniform,a6|a16|a19|a20|a21|a23|a24|a25|a27|a28,0,0,0,0,1
9034,BA,30,0.9,3,,,CO,0.7,25,average,a1|a5|a6|a9|a10|a15|a16|a21|a24|a26|a29,0,0,0,0,1
9035,BA,30,0.9,3,,,CO,0.7,30,uniform,a5|a6|a11|a12|a13|a14|a16|a21|a23|a26,0,0,0,0,1
9036,BA,30,0.9,3,,,CO,0.7,30,average,a3|a9|a10|a11|a13|a14|a16|a21|a29,0,0,0,0,1
9037,BA,30,0.9,3,,,CO,0.8,5,uniform,a1|a5|a6|a8|a11|a13|a15|a16|a21|a23|a24|a26,0,0,0,0,1
9038,BA,30,0.9,3,,,CO,0.8,5,average,a1|a3|a5|a9|a10|a11|a13|a14|a15|a16|a21|a24|a26,0,0,0,0,1
9039,BA,30,0.9,3,,,CO,0.8,10,uniform,a1|a5|a11|a12|a13|a14|a16|a21|a24|a26,0,0,0,0,1
9040,BA,30,0.9,3,,,CO,0.8,10,average,a5|a8|a11|a13|a15|a16|a21|a23|a24|a26|a29,0,0,0,0,1
9041,BA,30,0.9,3,,,CO,0.8,15,uniform,a4|a5|a11|a13|a15|a24|a26,0,0,0,0,1
9042,BA,30,0.9,3,,,CO,0.8,15,average,a1|a4|a5|a9|a10|a11|a13|a16|a17|a19|a21|a26|a27|a28|a29,0,0,0,0,1
9043,BA,30,0.9,3,,,CO,0.8,20,uniform,a1|a3|a5|a11|a13|a16|a21|a23|a26,0,0,0,0,1
9044,BA,30,0.9,3,,,CO,0.8,20,average,a3|a5|a15|a16|a21|a23|a24|a26|a29,0,0,0,0,1
9045,BA,30,0.9,3,,,CO,0.8,25,uniform,a5|a9|a10|a11|a12|a13|a14|a17|a26,0,0,0,0,1
9046,BA,30,0.9,3,,,CO,0.8,25,average,a6|a9|a10|a11|a13|a14|a17|a20|a23|a25|a29,0,0,0,0,1
9047,BA,30,0.9,3,,,CO,0.8,30,uniform,a3|a5|a9|a10|a11|a13|a14|a16|a18|a20|a21|a22|a25|a26,0,0,0,0,1
9048,BA,30,0.9,3,,,CO,0.8,30,average,a2|a9|a10|a11|a13|a18|a20|a22|a23|a24|a25|a29,0,0,0,0,1
9049,BA,30,0.9,3,,,CO,0.9,5,uniform,a5|a6|a9|a10|a11|a12|a13|a17|a23|a26,0,0,0,0,1
9050,BA,30,0.9,3,,,CO,0.9,5,average,a1|a4|a5|a6|a11|a13|a14|a16|a21|a24|a26,0,0,0,0,1
9051,BA,30,0.9,3,,,CO,0.9,10,uniform,a5|a6|a11|a13|a14|a15|a20|a23|a24|a25|a26,0,0,0,0,1
9052,BA,30,0.9,3,,,CO,0.9,10,average,a4|a5|a9|a10|a11|a13|a16|a17|a19|a20|a21|a25|a26|a27|a28|a29,0,0,0,0,1
9053,BA,30,0.9,3,,,CO,0.9,15,uniform,a4|a5|a6|a16|a18|a19|a21|a22|a26|a27|a28|a29,0,0,0,0,1
9054,BA,30,0.9,3,,,CO,0.9,15,average,a5|a6|a7|a9|a10|a16|a17|a18|a19|a20|a21|a22|a25|a26|a27|a28|a29,0,0,0,0,1
9055,BA,30,0.9,3,,,CO,0.9,20,uniform,a3|a9|a10|a11|a12|a13|a14|a16|a18|a21|a22|a24,0,0,0,0,1
9056,BA,30,0.9,3,,,CO,0.9,20,average,a6|a9|a10|a11|a13|a14|a17|a18|a20|a22|a23|a25|a29,0,0,0,0,1
9057,BA,30,0.9,3,,,CO,0.9,25,uniform,a1|a3|a4|a5|a9|a10|a11|a13|a15|a16|a21|a26,0,0,0,0,1
9058,BA,30,0.9,3,,,CO,0.9,25,average,a9|a10|a11|a13|a16|a18|a19|a20|a21|a22|a23|a24|a25|a27|a28,0,0,0,0,1
9059,BA,30,0.9,3,,,CO,0.9,30,uniform,a9|a10|a11|a13,0,0,0,0,1
9060,BA,30,0.9,3,,,CO,0.9,30,average,a3|a4|a5|a9|a10|a11|a13|a14|a16|a18|a21|a22|a24|a26|a29,0,0,0,0,1
9061,BA,30,0.9,3,,,CO,1.0,5,uniform,a1|a5|a6|a11|a13|a14|a16|a18|a21|a22|a24|a26|a29,0,0,0,0,1
9062,BA,30,0.9,3,,,CO,1.0,5,average,a5|a9|a10|a11|a13|a15|a23|a26,0,0,0,0,1
9063,BA,30,0.9,3,,,CO,1.0,10,uniform,a4|a5|a6|a9|a10|a11|a12|a13|a16|a19|a21|a24|a26|a27|a28,0,0,0,0,1
9064,BA,30,0.9,3,,,CO,1.0,10,average,a5|a9|a10|a11|a13|a16|a17|a18|a21|a22|a26,0,0,0,0,1
9065,BA,30,0.9,3,,,CO,1.0,15,uniform,a4|a5|a18|a22|a24|a26|a29,0,0,0,0,1
9066,BA,30,0.9,3,,,CO,1.0,15,average,a1|a5|a8|a11|a13|a15|a16|a21|a23|a24|a26|a29,0,0,0,0,1
9067,BA,30,0.9,3,,,CO,1.0,20,uniform,a3|a9|a10|a16|a21|a23|a24,0,0,0,0,1
9068,BA,30,0.9,3,,,CO,1.0,20,average,a4|a5|a6|a9|a10|a17|a20|a25|a26,0,0,0,0,1
9069,BA,30,0.9,3,,,CO,1.0,25,uniform,a5|a6|a9|a10|a16|a19|a20|a21|a25|a26|a27|a28|a29,0,0,0,0,1
9070,BA,30,0.9,3,,,CO,1.0,25,average,a0|a6|a8|a11|a13|a19|a20|a24|a25|a27|a28,0,0,0,0,1
9071,BA,30,0.9,3,,,CO,1.0,30,uniform,a3|a5|a11|a13|a16|a19|a20|a21|a23|a24|a25|a26|a27|a28|a29,0,0,0,0,1
9072,BA,30,0.9,3,,,CO,1.0,30,average,a3|a4|a5|a9|a10|a11|a12|a13|a15|a16|a19|a20|a21|a25|a26|a27|a28,0,0,0,0,1
9073,WS,10,0.25,0,0.0,2,PR,0.2,5,uniform,a1|a4|a6|a9,0,0,0,0,0
9074,WS,10,0.25,0,0.0,2,PR,0.2,5,average,a1|a4|a6|a8,0,0,0,0,0
9075,WS,10,0.25,0,0.0,2,PR,0.2,10,uniform,a1|a4|a6|a9,0,0,0,0,0
9076,WS,10,0.25,0,0.0,2,PR,0.2,10,average,a1|a4|a6|a8,0,0,0,0,0
9077,WS,10,0.25,0,0.0,2,PR,0.2,15,uniform,a1|a4|a6|a9,0,0,0,0,0
9078,WS,10,0.25,0,0.0,2,PR,0.2,15,average,a1|a4|a6|a9,0,0,0,0,0
9079,WS,10,0.25,0,0.0,2,PR,0.2,20,uniform,a1|a4|a6|a8,0,0,0,0,0
9080,WS,10,0.25,0,0.0,2,PR,0.2,20,average,a1|a4|a6|a8,0,0,0,0,0
9081,WS,10,0.25,0,0.0,2,PR,0.2,25,uniform,a1|a4|a6|a8,0,0,0,0,0
9082,WS,10,0.25,0,0.0,2,PR,0.2,25,average,a1|a4|a6|a9,0,0,0,0,0
9083,WS,10,0.25,0,0.0,2,PR,0.2,30,uniform,a1|a4|a6|a8,0,0,0,0,0
9084,WS,10,0.25,0,0.0,2,PR,0.2,30,average,a1|a4|a6|a8,0,0,0,0,0
9085,WS,10,0.25,0,0.0,2,PR,0.3,5,uniform,a1|a4|a6|a8,0,0,0,0,0
9086,WS,10,0.25,0,0.0,2,PR,0.3,5,average,a1|a4|a6|a9,0,0,0,0,0
9087,WS,10,0.25,0,0.0,2,PR,0.3,10,uniform,a1|a4|a6|a9,0,0,0,0,0
9088,WS,10,0.25,0,0.0,2,PR,0.3,10,average,a1|a4|a6|a8,0,0,0,0,0
9089,WS,10,0.25,0,0.0,2,PR,0.3,15,uniform,a1|a4|a6|a9,0,0,0,0,0
9090,WS,10,0.25,0,0.0,2,PR,0.3,15,average,a1|a4|a6|a8,0,0,0,0,0
9091,WS,10,0.25,0,0.0,2,PR,0.3,20,uniform,a1|a4|a6|a8,0,0,0,0,0
9092,WS,10,0.25,0,0.0,2,PR,0.3,20,average,a1|a4|a6|a9,0,0,0,0,0
9093,WS,10,0.25,0,0.0,2,PR,0.3,25,uniform,a1|a4|a6|a9,0,0,0,0,0
9094,WS,10,0.25,0,0.0,2,PR,0.3,25,average,a1|a4|a6|a8,0,0,0,0,0
9095,WS,10,0.25,0,0.0,2,PR,0.3,30,uniform,a1|a4|a6|a9,0,0,0,0,0
9096,WS,10,0.25,0,0.0,2,PR,0.3,30,average,a1|a4|a6|a9,0,0,0,0,0
9097,WS,10,0.25,0,0.0,2,PR,0.4,5,uniform,a1|a4|a6|a8,0,0,0,0,1
9098,WS,10,0.25,0,0.0,2,PR,0.4,5,average,a1|a4|a6|a9,0,0,0,0,0
9099,WS,10,0.25,0,0.0,2,PR,0.4,10,uniform,a1|a4|a6|a8,0,0,0,0,0
9100,WS,10,0.25,0,0.0,2,PR,0.4,10,average,a1|a4|a6|a9,0,0,0,0,0
9101,WS,10,0.25,0,0.0,2,PR,0.4,15,uniform,a1|a4|a6|a8,0,0,0,0,0
9102,WS,10,0.25,0,0.0,2,PR,0.4,15,average,a1|a4|a6|a9,0,0,0,0,0
9103,WS,10,0.25,0,0.0,2,PR,0.4,20,uniform,a1|a4|a6|a8,0,0,0,0,0
9104,WS,10,0.25,0,0.0,2,PR,0.4,20,average,a1|a4|a6|a9,0,0,0,0,0
9105,WS,10,0.25,0,0.0,2,PR,0.4,25,uniform,a1|a4|a6|a9,0,0,0,0,0
9106,WS,10,0.25,0,0.0,2,PR,0.4,25,average,a1|a4|a6|a8,0,0,0,0,0
9107,WS,10,0.25,0,0.0,2,PR,0.4,30,uniform,a1|a4|a6|a8,0,0,0,0,0
9108,WS,10,0.25,0,0.0,2,PR,0.4,30,average,a1|a4|a6|a9,0,0,0,0,0
9109,WS,10,0.25,0,0.0,2,PR,0.5,5,uniform,a1|a4|a6|a9,0,0,0,0,1
9110,WS,10,0.25,0,0.0,2,PR,0.5,5,average,a1|a4|a6|a8,0,0,0,0,1
9111,WS,10,0.25,0,0.0,2,PR,0.5,10,uniform,a1|a4|a6|a9,0,0,0,0,1
9112,WS,10,0.25,0,0.0,2,PR,0.5,10,average,a1|a4|a6|a9,0,0,0,0,1
9113,WS,10,0.25,0,0.0,2,PR,0.5,15,uniform,a1|a4|a6|a9,0,0,0,0,0
9114,WS,10,0.25,0,0.0,2,PR,0.5,15,average,a1|a4|a6|a9,0,0,0,0,0
9115,WS,10,0.25,0,0.0,2,PR,0.5,20,uniform,a1|a4|a6|a8,0,0,0,0,1
9116,WS,10,0.25,0,0.0,2,PR,0.5,20,average,a1|a4|a6|a8,0,0,0,0,1
9117,WS,10,0.25,0,0.0,2,PR,0.5,25,uniform,a1|a4|a6|a9,0,0,0,0,0
9118,WS,10,0.25,0,0.0,2,PR,0.5,25,average,a1|a4|a6|a9,0,0,0,0,1
9119,WS,10,0.25,0,0.0,2,PR,0.5,30,uniform,a1|a4|a6|a8,0,0,0,0,0
9120,WS,10,0.25,0,0.0,2,PR,0.5,30,average,a1|a4|a6|a9,0,0,0,0,1
9121,WS,10,0.25,0,0.0,2,PR,0.6,5,uniform,a1|a4|a6|a9,1,0,0,0,1
9122,WS,10,0.25,0,0.0,2,PR,0.6,5,average,a1|a4|a6|a9,0,0,0,0,1
9123,WS,10,0.25,0,0.0,2,PR,0.6,10,uniform,a1|a4|a6|a9,1,1,1,0,1
9124,WS,10,0.25,0,0.0,2,PR,0.6,10,average,a1|a4|a6|a8,1,1,1,0,1
9125,WS,10,0.25,0,0.0,2,PR,0.6,15,uniform,a1|a4|a6|a8,0,0,1,0,1
9126,WS,10,0.25,0,0.0,2,PR,0.6,15,average,a1|a4|a6|a8,1,1,1,0,1
9127,WS,10,0.25,0,0.0,2,PR,0.6,20,uniform,a1|a4|a6|a9,1,1,1,0,1
9128,WS,10,0.25,0,0.0,2,PR,0.6,20,average,a1|a4|a6|a9,1,1,1,0,1
9129,WS,10,0.25,0,0.0,2,PR,0.6,25,uniform,a1|a4|a6|a8,0,1,1,0,1
9130,WS,10,0.25,0,0.0,2,PR,0.6,25,average,a1|a4|a6|a8,1,1,1,0,1
9131,WS,10,0.25,0,0.0,2,PR,0.6,30,uniform,a1|a4|a6|a9,1,1,1,0,1
9132,WS,10,0.25,0,0.0,2,PR,0.6,30,average,a1|a4|a6|a9,1,1,1,0,1
9133,WS,10,0.25,0,0.0,2,PR,0.7,5,uniform,a1|a4|a6|a9,1,1,1,0,1
9134,WS,10,0.25,0,0.0,2,PR,0.7,5,average,a1|a4|a6|a9,1,1,1,0,1
9135,WS,10,0.25,0,0.0,2,PR,0.7,10,uniform,a1|a4|a6|a9,1,1,1,0,1
9136,WS,10,0.25,0,0.0,2,PR,0.7,10,average,a1|a4|a6|a9,1,1,1,0,1
9137,WS,10,0.25,0,0.0,2,PR,0.7,15,uniform,a1|a4|a6|a9,1,1,1,0,1
9138,WS,10,0.25,0,0.0,2,PR,0.7,15,average,a1|a4|a6|a9,1,1,1,0,1
9139,WS,10,0.25,0,0.0,2,PR,0.7,20,uniform,a1|a4|a6|a9,1,1,1,0,1
9140,WS,10,0.25,0,0.0,2,PR,0.7,20,average,a1|a4|a6|a9,1,1,1,0,1
9141,WS,10,0.25,0,0.0,2,PR,0.7,25,uniform,a1|a4|a6|a9,1,1,1,0,1
9142,WS,10,0.25,0,0.0,2,PR,0.7,25,average,a1|a4|a6|a9,1,1,1,0,1
9143,WS,10,0.25,0,0.0,2,PR,0.7,30,uniform,a1|a4|a6|a9,1,1,1,0,1
9144,WS,10,0.25,0,0.0,2,PR,0.7,30,average,a1|a4|a6|a8,1,1,1,0,1
9145,WS,10,0.25,0,0.0,2,PR,0.8,5,uniform,a1|a4|a6|a9,1,1,1,0,1
9146,WS,10,0.25,0,0.0,2,PR,0.8,5,average,a1|a4|a6|a9,1,1,1,0,1
9147,WS,10,0.25,0,0.0,2,PR,0.8,10,uniform,a1|a4|a6|a9,1,1,1,0,1
9148,WS,10,0.25,0,0.0,2,PR,0.8,10,average,a1|a4|a6|a9,1,1,1,0,1
9149,WS,10,0.25,0,0.0,2,PR,0.8,15,uniform,a1|a4|a6|a8,1,1,1,0,1
9150,WS,10,0.25,0,0.0,2,PR,0.8,15,average,a1|a4|a6|a9,1,1,1,0,1
9151,WS,10,0.25,0,0.0,2,PR,0.8,20,uniform,a1|a4|a6|a8,1,1,1,0,1
9152,WS,10,0.25,0,0.0,2,PR,0.8,20,average,a1|a4|a6|a9,1,1,1,0,1
9153,WS,10,0.25,0,0.0,2,PR,0.8,25,uniform,a1|a4|a6|a9,1,1,1,0,1
9154,WS,10,0.25,0,0.0,2,PR,0.8,25,average,a1|a4|a6|a9,1,1,1,0,1
9155,WS,10,0.25,0,0.0,2,PR,0.8,30,uniform,a1|a4|a6|a8,1,1,1,0,1
9156,WS,10,0.25,0,0.0,2,PR,0.8,30,average,a1|a4|a6|a9,1,1,1,0,1
9157,WS,10,0.25,0,0.0,2,PR,0.9,5,uniform,a1|a4|a6|a9,1,1,1,0,1
9158,WS,10,0.25,0,0.0,2,PR,0.9,5,average,a1|a4|a6|a8,1,1,1,0,1
9159,WS,10,0.25,0,0.0,2,PR,0.9,10,uniform,a1|a4|a6|a9,1,1,1,0,1
9160,WS,10,0.25,0,0.0,2,PR,0.9,10,average,a1|a4|a6|a8,1,1,1,0,1
9161,WS,10,0.25,0,0.0,2,PR,0.9,15,uniform,a1|a4|a6|a9,1,1,1,0,1
9162,WS,10,0.25,0,0.0,2,PR,0.9,15,average,a1|a4|a6|a8,1,1,1,0,1
9163,WS,10,0.25,0,0.0,2,PR,0.9,20,uniform,a1|a4|a6|a9,1,1,1,0,1
9164,WS,10,0.25,0,0.0,2,PR,0.9,20,average,a1|a4|a6|a9,1,1,1,0,1
9165,WS,10,0.25,0,0.0,2,PR,0.9,25,uniform,a1|a4|a6|a8,1,1,1,0,1
9166,WS,10,0.25,0,0.0,2,PR,0.9,25,average,a1|a4|a6|a9,1,1,1,0,1
9167,WS,10,0.25,0,0.0,2,PR,0.9,30,uniform,a1|a4|a6|a9,1,1,1,0,1
9168,WS,10,0.25,0,0.0,2,PR,0.9,30,average,a1|a4|a6|a8,1,1,1,0,1
9169,WS,10,0.25,0,0.0,2,PR,1.0,5,uniform,a1|a4|a6|a9,1,1,1,0,1
9170,WS,10,0.25,0,0.0,2,PR,1.0,5,average,a1|a4|a6|a8,1,1,1,0,1
9171,WS,10,0.25,0,0.0,2,PR,1.0,10,uniform,a1|a4|a6|a9,1,1,1,0,1
9172,WS,10,0.25,0,0.0,2,PR,1.0,10,average,a1|a4|a6|a9,1,1,1,0,1
9173,WS,10,0.25,0,0.0,2,PR,1.0,15,uniform,a1|a4|a6|a8,1,1,1,0,1
9174,WS,10,0.25,0,0.0,2,PR,1.0,15,average,a1|a4|a6|a8,1,1,1,0,1
9175,WS,10,0.25,0,0.0,2,PR,1.0,20,uniform,a1|a4|a6|a8,1,1,1,0,1
